"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2767487"	499.82038125	502.6989625	543.29290625	472.2418125	471.72981875	556.1016375	512.9307	651.92150625	456.3217125	460.49676875	392.2837375	434.088325	426.23143125	403.2991625	449.88478125	570.0914375
"ILMN_2787580"	131.92065	136.52365625	124.09690625	132.9495375	164.5973875	134.881075	120.91742	141.44175	132.44541875	147.8378375	125.88165	112.999005	149.2260125	127.67739375	139.47990625	128.37160625
"ILMN_1220563"	833.0252375	774.00280625	759.6947125	836.126975	585.46083125	790.625475	729.5483625	880.193475	795.7868125	742.32358125	779.4332	707.848425	761.1760375	788.97224375	701.65303125	799.51641875
"ILMN_2520635"	177.55439375	166.4896875	180.82688125	160.15115	210.38860625	155.449375	190.22409375	147.2383625	131.74820625	180.692225	131.4682625	145.0763375	129.0632875	124.1770625	153.8264	165.90945
"ILMN_1218441"	119.962841875	116.956725625	128.1725625	64.00799125	90.87189875	92.932465	129.0632875	73.319529375	87.332550625	128.50925625	120.052515625	79.069829375	116.46725	135.30385625	72.849358125	73.305088125
"ILMN_3005080"	926.36906875	1092.48196875	910.6024	939.3375875	1002.75813125	935.24505625	973.3330625	934.21415	1044.93379375	1001.2479375	930.89540625	843.96545625	935.24505625	1006.665825	1055.7291875	898.05045625
"ILMN_1231553"	4071.258	3504.5091875	2047.8650625	2171.8863125	2478.29375	4284.1685	3274.129375	2561.6939375	3784.0095625	1457.8200625	5006.6220625	4721.5948125	5029.6655625	5221.5439375	3592.203	2676.2823125
"ILMN_2894867"	166.4896875	152.08765625	116.00393375	131.4682625	140.77523125	142.78845	111.74460875	126.70144375	126.25823125	132.74248125	119.410975625	138.12269375	131.1132	128.59514375	117.719901875	150.802625
"ILMN_2653927"	161.87209375	213.46915625	188.48300625	178.2978625	187.68529375	186.08764375	177.93381875	216.06554375	224.97621875	178.5518875	229.15575	194.57036875	215.8771	192.53613125	225.50045	206.9719125
"ILMN_2756496"	435.834525	416.4973625	412.0013125	342.1188625	381.7972125	421.673425	410.59405625	386.6937125	347.07859375	420.26523125	341.49638125	448.5433	377.50275	373.94896875	322.49250625	427.14109375
"ILMN_2687032"	1347.68454375	1544.861375	1318.88675	1019.45725	1099.48361875	1389.81748125	1291.3852	937.1514375	1165.2303875	1039.3038	1216.872075	1684.494125	1216.872075	1181.0408375	1053.188925	1074.979775
"ILMN_2509273"	1146.08158125	1129.96120625	1008.342275	1285.15585625	1017.28779375	1092.48196875	1097.9198625	1321.6078375	1343.4954625	942.4358	1327.70689375	1137.99463125	1137.99463125	1496.196	1321.6078375	858.82005
"ILMN_3160616"	216.89880625	200.41200625	206.3783375	195.033675	178.5518875	186.595025	169.71926875	181.69739375	238.416325	214.4639625	209.41605	171.84215625	200.91649375	181.08073125	200.91649375	216.5583375
"ILMN_3136867"	214.19265625	243.80643125	254.0396375	250.5628875	185.46065	212.23993125	243.53925	264.0501	258.570275	233.11426875	243.80643125	201.12610625	193.32550625	249.8511125	224.97621875	233.11426875
"ILMN_2955362"	434.41009375	431.9712375	540.1172375	552.507475	487.57464375	529.0310875	490.7163125	743.5245875	579.6455125	445.02795625	445.02795625	623.40634375	456.75800625	514.86553125	604.99025625	695.15014375
"ILMN_2626535"	114.073848125	135.088225	116.054898125	147.0498625	103.90970375	117.191145	105.78149	141.16549375	169.71926875	133.1739875	147.2383625	112.155236875	120.977660625	130.9598875	146.94141875	119.207114375
"ILMN_2687706"	4211.9351875	4263.3563125	3833.7701875	4246.4726875	4428.5923125	4367.8756875	4410.498	4196.1819375	4525.572625	4246.4726875	4497.6451875	4071.258	4580.025875	4464.102125	4410.498	4311.7819375
"ILMN_2940766"	837.67531875	826.21654375	836.126975	665.067375	902.49790625	761.1760375	695.15014375	655.18700625	725.58033125	900.41231875	698.8008625	963.4339125	888.09784375	705.44735	696.08465	787.07995
"ILMN_2669766"	160.2796375	182.67915	220.038525	161.6557375	155.0447625	150.25769375	141.8085875	238.77508125	172.195825	164.75054375	184.6517875	190.59796875	109.386221875	143.36296875	192.53613125	190.59796875
"ILMN_2800297"	2335.053625	2411.17325	2326.696375	1981.8438125	2282.42775	2171.8863125	2411.17325	2113.181875	1942.72875	2366.4953125	2212.8055625	2171.8863125	2351.9936875	2126.632875	2041.892875	2143.321
"ILMN_1223126"	818.902225	698.8008625	715.08729375	732.0972	896.0754375	759.6947125	689.2030875	791.9050375	745.105725	683.9234875	774.00280625	868.1907875	845.5168375	726.872275	737.69863125	730.87966875
"ILMN_1229687"	336.5227125	382.86965625	379.37874375	359.73755	333.0787875	330.28069375	311.62548125	342.1188625	319.34035	345.13335625	279.14310625	377.50275	300.037725	347.828125	333.66496875	388.80188125
"ILMN_3046836"	403.2991625	381.7972125	424.1533625	293.9186125	465.7315	379.96375	433.07701875	249.8511125	247.100975	368.43214375	250.2182125	325.53563125	417.05239375	276.9074	320.77649375	362.6717625
"ILMN_2679447"	937.1514375	808.81674375	998.5776	924.31445	881.9683375	959.22954375	885.17323125	909.752725	910.6024	959.22954375	771.1272	1078.59551875	795.7868125	963.4339125	934.21415	880.193475
"ILMN_2683560"	128.0855	148.84333125	156.14435	134.38233125	156.38393125	146.17304375	155.97575625	111.612529375	115.72924625	141.3418625	128.662675	124.5499125	135.91746875	151.07325	109.572108125	148.28664375
"ILMN_2751248"	143.36296875	151.57690625	148.28664375	155.77185	165.352325	141.3418625	129.51526875	153.6985625	162.08056875	156.55773125	163.3473875	137.380375	142.92784375	129.146175	177.55439375	156.55773125
"ILMN_2782652"	126.799675	122.48455375	145.0763375	151.57690625	158.95440625	123.42936875	143.36296875	151.07325	137.29269375	122.556155	160.59493125	118.6499775	148.28664375	126.95595625	116.374275625	101.898178125
"ILMN_2722108"	139.16985625	123.50606875	134.881075	159.09168125	157.19071875	138.92543125	143.47429375	145.52283125	147.2383625	162.18905	141.64474375	128.37160625	120.858409375	138.44350625	161.38310625	151.33383125
"ILMN_1254943"	420.975475	481.49545	365.9272125	367.712875	429.7070875	462.35756875	524.34796875	347.828125	316.78564375	365.9272125	458.940825	452.8466625	504.2649625	379.96375	412.7310125	413.97884375
"ILMN_2786764"	1515.857125	1521.7818125	1437.944275	1500.3675	1454.208375	1352.4790375	1257.5928375	1473.8015	1481.083375	1521.7818125	1496.196	1379.22678125	1359.4382125	1223.51951875	1437.944275	1403.58475
"ILMN_1259148"	527.47725625	557.81445	559.35565	671.1455375	650.56551875	644.5867375	604.99025625	614.2123125	642.58028125	593.7747375	666.1641375	529.68584375	606.53379375	562.2842875	684.82855	641.51358125
"ILMN_2881810"	324.99789375	413.97884375	405.60605	509.06599375	259.00415625	410.59405625	430.10854375	478.53583125	559.972125	410.174975	449.14925	415.21165	370.123525	572.6268875	557.81445	376.2571625
"ILMN_1232697"	211.39331875	196.14116875	203.48208125	232.90806875	189.44370625	219.19603125	213.95326875	217.1999875	201.91080625	219.61236875	208.23328125	237.24135	194.0791625	218.5077625	202.6189	201.12610625
"ILMN_1234425"	14623.14125	13782.1475	13512.149875	14623.14125	14054.9125	13227.98075	14623.14125	14282.6475	14914.08875	14054.9125	15695.20125	14914.08875	13512.149875	15088.74625	15307.384375	13512.149875
"ILMN_2744398"	1496.196	1419.449425	1337.31078125	1399.4982625	1679.56925	1487.1578125	1442.5149375	1389.81748125	1585.092625	1544.861375	1264.62216875	1352.4790375	1573.1156875	1262.1648125	1395.17205625	1730.81225
"ILMN_2655785"	949.86641875	959.22954375	772.66655	858.82005	892.294325	994.23600625	1008.342275	920.8704	944.36466875	802.1184625	1078.59551875	1116.1233875	1034.744375	1108.95990625	930.89540625	937.1514375
"ILMN_2802168"	1006.665825	842.65825625	842.65825625	817.801725	794.0985	980.981975	892.294325	814.05561875	797.6566375	845.5168375	862.38963125	1004.91665625	1061.8818	886.80669375	878.64673125	769.450125
"ILMN_2723931"	8694.137125	9707.5885625	8509.2166875	7629.2851875	8048.8745625	8999.195	8859.771375	7948.312	8168.944	8377.705125	8377.705125	8311.74425	8377.705125	8509.2166875	7629.2851875	9634.4703125
"ILMN_1236637"	253.3186375	231.9538	256.9303375	216.396825	249.20776875	220.038525	218.76556875	214.19265625	207.78935625	249.20776875	194.286975	240.73595625	267.584125	215.1386875	233.88163125	242.4071125
"ILMN_2685309"	138.73895	157.0202875	128.37160625	125.81295	140.03540625	133.61668125	123.50606875	121.900060625	124.3419625	148.13456875	132.44541875	129.0632875	146.58164375	122.27109875	128.3112125	114.759903125
"ILMN_2721603"	132.44541875	129.869125	144.1747375	132.1243	160.59493125	154.7416125	118.28397375	133.0356125	145.9830375	126.799675	146.78883125	130.687	130.32516875	128.37160625	148.9550375	145.4476125
"ILMN_2719924"	443.22130625	464.7009125	392.823775	533.80309375	334.73606875	396.7056625	419.80293125	477.97405	522.01415	404.830175	570.0914375	447.17221875	509.88794375	494.2821125	531.230875	384.03631875
"ILMN_2940417"	133.42530625	106.97077625	127.2763875	115.555468125	129.51526875	134.99883125	116.692050625	101.035956875	128.37160625	136.35315625	145.2058125	134.99883125	117.644385	124.3419625	128.37160625	133.61668125
"ILMN_2706495"	281.23053125	268.582675	258.1617	302.1388625	289.526425	284.3705125	291.89965625	345.73890625	359.73755	309.659125	359.73755	258.1617	328.41909375	369.70091875	319.89038125	270.78278125
"ILMN_2645772"	719.6996875	691.605725	624.4037625	577.0215125	613.168375	680.726775	745.105725	583.4984625	669.0128875	656.95353125	715.08729375	698.8008625	677.0527	702.4893	671.1455375	553.96165
"ILMN_2992836"	268.980575	293.9186125	323.38513125	256.9303375	279.14310625	280.28693125	291.0678125	270.3056375	290.3903875	324.99789375	286.46931875	310.5247375	293.56075	242.4071125	273.13159375	281.8387375
"ILMN_1251692"	129.9668625	123.2052625	122.348973125	305.0333	75.542055	111.0521875	108.51569	234.49990625	299.66465	111.88080625	313.1452875	135.30385625	106.05186	306.344175	305.0333	102.345245
"ILMN_2715802"	1437.944275	1630.0099375	1146.08158125	1754.4011875	1044.93379375	1414.65498125	1500.3675	1759.7298125	1815.2065	1299.87600625	1927.210125	1544.861375	1600.6579375	1996.4461875	1759.7298125	1414.65498125
"ILMN_2636832"	255.05139375	282.52185625	299.1923875	249.8511125	255.46186875	301.791225	273.89105	322.9239875	226.49891875	277.80234375	221.53599375	351.47860625	280.74775	236.59223125	285.3097	280.28693125
"ILMN_2602711"	1352.4790375	1120.19954375	1447.23975	1588.315875	1053.188925	1238.8868	1110.9843625	1638.9209375	1407.1428125	1313.20301875	1442.5149375	1244.014025	1108.95990625	1337.31078125	1334.26013125	1282.81564375
"ILMN_2496121"	333.0787875	350.3469625	262.2618625	263.28693125	341.49638125	327.91088125	309.659125	329.042275	264.8439	306.0909125	302.70740625	310.0308	356.17580625	316.02455625	286.46931875	286.46931875
"ILMN_2625746"	173.10009375	163.9731375	184.40591875	179.26236875	182.3587875	164.90071875	155.1800125	152.85319375	151.85443125	162.89061875	146.4106125	155.5926	171.31930625	190.4407625	155.0447625	166.886325
"ILMN_1232601"	864.4476375	790.625475	745.98614375	705.44735	601.3374125	749.0249625	709.5317	698.8008625	804.600525	738.97268125	712.3174375	852.69630625	815.9488375	774.00280625	800.7296625	806.4187375
"ILMN_2639036"	2881.872	2839.4650625	2676.2823125	1959.4888125	2622.859	2478.29375	2820.26425	1885.4665625	2012.379375	2725.1335	1994.516375	2539.3050625	2449.2735	2041.892875	1945.8525625	2492.353375
"ILMN_2743133"	238.416325	255.05139375	269.5134	277.37116875	281.8387375	250.2182125	214.7207125	246.373825	259.00415625	231.08860625	284.8539625	244.98863125	263.28693125	250.5628875	283.686875	212.63359375
"ILMN_1255146"	756.8171125	637.75715	560.99875	631.54905625	696.08465	730.87966875	619.35105625	609.69428125	732.0972	577.0215125	747.1035	706.49643125	710.5866875	740.50103125	650.56551875	590.74799375
"ILMN_2967362"	947.8784875	1046.6872125	1014.9745375	979.019975	922.7132625	1001.2479375	974.44511875	1032.944725	1083.1928875	1017.28779375	1127.3104875	1051.48546875	1110.9843625	1092.48196875	1023.132925	1027.37534375
"ILMN_2944011"	334.27824375	257.36715	345.73890625	399.88875625	426.23143125	356.99995	314.3096125	364.35035	328.41909375	289.07984375	358.67744375	296.34825625	369.70091875	277.37116875	262.2618625	452.8466625
"ILMN_2924243"	1735.9781875	1770.1755625	1554.869	1740.479875	1770.1755625	1986.3850625	1766.2399375	1692.5105625	1730.81225	1617.58825	2135.226	1832.6985625	1860.9055625	1940.554875	1779.6200625	1714.0495
"ILMN_2648170"	1772.6928125	1617.58825	1994.516375	2131.9665625	2103.7455625	1740.479875	1703.68025	1974.8148125	1888.1185	1945.8525625	1837.6320625	1912.0780625	1819.44875	1848.3731875	2113.181875	1841.314625
"ILMN_2956102"	447.17221875	412.0013125	415.93375	407.30484375	379.96375	390.7376625	425.628425	424.1533625	339.56315	423.5178625	422.91811875	412.7310125	373.4171125	404.3538625	381.7972125	410.174975
"ILMN_1249581"	650.56551875	559.35565	782.1714875	765.90859375	655.18700625	701.65303125	620.891925	663.88220625	821.10241875	678.37416875	693.2504375	677.0527	642.58028125	771.1272	762.968925	722.89168125
"ILMN_2736530"	22100.3275	20812.185	22928.6775	18777.92375	26152.801875	22100.3275	21341.051875	19807.76875	22928.6775	22100.3275	20812.185	21341.051875	22100.3275	20812.185	18777.92375	23838.02625
"ILMN_2708415"	163.5052	141.44175	140.569675	156.73866875	152.1685125	163.0377875	130.905325	149.73395625	123.42936875	153.8264	153.58099375	156.14435	163.69524375	134.4722625	153.58099375	127.2763875
"ILMN_1233545"	4284.1685	4211.9351875	4071.258	4131.825625	4546.2218125	4509.5985	4660.97675	3796.6871875	3307.55225	3873.5465625	4509.5985	4984.012625	3430.6870625	3833.7701875	3430.6870625	3474.347375
"ILMN_2673776"	118.817273125	109.24782625	119.303815	108.66803375	97.61275375	124.7903375	121.13144	115.0820325	142.3031375	115.03429375	97.091685625	118.74348125	102.582368125	86.849995625	128.91345	128.662675
"ILMN_2853744"	1902.7024375	1970.3259375	2099.071125	1791.68475	2099.071125	1848.3731875	2024.9080625	1859.1211875	1859.1211875	2267.8221875	1978.1365625	1735.9781875	1721.946625	1740.479875	1848.3731875	1859.1211875
"ILMN_3115796"	323.38513125	239.3341875	325.53563125	298.77138125	338.3907375	301.33534375	225.31820625	332.0641125	276.111325	363.8904875	259.3312625	324.2838125	269.5134	200.6183125	332.5306875	361.375675
"ILMN_2762514"	1201.641325	1122.51450625	1220.40865625	1011.6080875	1257.5928375	1216.872075	988.7609875	980.981975	1167.28355625	1143.99753125	1027.37534375	1195.70209375	1169.7625625	1002.75813125	909.752725	1204.351475
"ILMN_2637930"	253.7228625	243.53925	288.1842625	210.803275	278.8141375	254.0396375	247.54545	256.63408125	198.03195625	291.0678125	208.47411875	247.31411875	243.08730625	227.2813	226.7564125	248.757825
"ILMN_2692031"	215.7196125	227.927	153.1462125	207.258375	140.28706875	182.50580625	169.4873875	212.9268875	233.11426875	165.0873625	281.8387375	256.63408125	247.31411875	304.5577625	188.48300625	134.4722625
"ILMN_2438793"	894.9807375	771.1272	949.86641875	955.1203	996.87909375	814.05561875	762.968925	1042.93950625	991.32246875	930.89540625	795.7868125	889.63791875	831.2049875	651.92150625	886.80669375	632.37939375
"ILMN_1259484"	136.52365625	133.6826375	137.48253125	113.31031125	112.608078125	130.521475	88.10091625	131.4682625	102.17657625	122.93980625	110.791046875	120.36306375	126.08709375	131.56240625	111.78591625	116.46725
"ILMN_1225608"	125.43523125	102.31283375	129.38451875	118.2246925	115.829370625	132.621375	132.84819375	102.9206525	102.77739	125.11959375	110.381884375	142.2047875	120.519199375	122.22517375	120.443336875	127.19445625
"ILMN_2671689"	2643.4425625	2622.859	2769.66575	3950.517375	2905.4775625	2753.712625	3398.491875	4815.6868125	4018.864125	2703.0564375	3274.129375	3011.326	2561.6939375	3592.203	3674.0265	3986.3741875
"ILMN_3157649"	3658.64	3848.9255	3504.5091875	3674.0265	3674.0265	3376.598125	4057.5128125	3986.3741875	3796.6871875	3848.9255	4367.8756875	3833.7701875	4090.4508125	4149.670375	3899.053	3446.35375
"ILMN_2960214"	514.86553125	563.91896875	575.807725	530.36348125	632.37939375	512.9307	564.6511875	570.0914375	512.9307	585.46083125	624.4037625	471.72981875	585.46083125	623.40634375	526.2657625	446.16639375
"ILMN_2705570"	168.21001875	161.87209375	189.05531875	195.8833125	180.82688125	179.47543125	154.58224375	258.1617	199.52065	188.48300625	170.5135875	194.286975	177.93381875	180.06810625	195.5602375	224.7270125
"ILMN_1231795"	1740.479875	1709.08325	1547.3015	1178.5776375	1793.8011875	1692.5105625	1788.93925	1216.872075	1150.8335125	1551.9520625	1226.477875	1510.5605	1592.4756875	1304.7353875	1133.97130625	1551.9520625
"ILMN_1230457"	1232.70406875	1209.75126875	1287.75158125	1264.62216875	1216.872075	1264.62216875	1241.2302375	1137.99463125	1238.8868	1107.117925	1214.04143125	907.23095625	1212.0012625	1334.26013125	1201.641325	1125.49344375
"ILMN_1217567"	523.21825	526.2657625	482.4243375	554.92565	544.499525	513.946825	582.45794375	531.76878125	573.43878125	550.7885875	566.7454	550.7885875	549.77914375	621.8352375	553.2442875	484.38000625
"ILMN_2981818"	5721.767125	5283.3056875	5302.233375	5089.416875	4903.756875	5139.8805	5052.4953125	4721.5948125	5139.8805	5221.5439375	5601.7380625	5629.1055625	5139.8805	5111.885375	5006.6220625	5199.489875
"ILMN_2449449"	1037.39583125	972.0028375	1316.13915625	1267.45695	1135.8040125	1122.51450625	980.981975	1252.08729375	1078.59551875	1090.8254625	947.8784875	1178.5776375	932.919425	920.8704	1299.87600625	1059.4824
"ILMN_2720813"	413.97884375	465.7315	340.64260625	338.3907375	363.40731875	463.1071375	402.188375	313.59493125	300.60161875	301.791225	334.73606875	353.29175625	427.14109375	325.53563125	268.582675	378.659225
"ILMN_2655015"	6342.0953125	6968.1931875	6727.555125	8248.0408125	7629.2851875	7270.735125	6749.13925	6749.13925	7270.735125	7030.3163125	7089.6139375	7446.1363125	6749.13925	6461.444625	7687.282375	6855.364875
"ILMN_1217039"	1638.9209375	1793.8011875	2053.6634375	1614.103125	1823.57875	1607.0955	1696.2176875	1592.4756875	1717.317	1869.07225	1692.5105625	2016.3876875	1650.7585625	1754.4011875	1668.3448125	1848.3731875
"ILMN_2715234"	829.7211125	900.41231875	646.90693125	529.68584375	845.5168375	802.1184625	935.24505625	495.99933125	570.0914375	787.07995	961.0600875	767.61976875	858.82005	898.05045625	627.1735625	726.872275
"ILMN_1258633"	3257.916625	3376.598125	3355.044375	3761.6344375	3796.6871875	3138.9763125	3570.484	3446.35375	3533.4230625	3570.484	3570.484	3065.2653125	3333.2766875	3658.64	3784.0095625	3376.598125
"ILMN_1231492"	323.89803125	333.0787875	330.28069375	464.112125	216.06554375	327.44896875	330.28069375	508.03130625	537.376675	262.82195625	530.36348125	371.98750625	325.53563125	530.36348125	530.36348125	348.8058625
"ILMN_3045869"	122.422821875	131.22424375	137.60834375	119.80512	136.25385625	114.386405	122.150403125	131.1132	114.245553125	112.554501875	124.880725	116.281031875	120.677841875	138.92543125	130.58923125	139.70715625
"ILMN_2678838"	135.088225	185.64744375	143.79604375	162.34585625	128.50925625	141.89300625	156.28130625	164.90071875	167.21568125	134.0968	198.73231875	159.09168125	155.449375	194.286975	159.47410625	146.94141875
"ILMN_3137552"	270.78278125	235.85149375	268.980575	186.08764375	202.41794375	290.3903875	199.29061875	202.916875	200.20255	273.13159375	241.1125	274.61555	284.8539625	207.52989375	215.7196125	255.05139375
"ILMN_1243179"	477.1828875	562.2842875	579.6455125	578.3163125	506.10485625	510.601125	499.14721875	464.7009125	481.49545	487.57464375	412.7310125	434.9839375	475.6449375	490.7163125	501.43746875	686.1296875
"ILMN_2499944"	5006.6220625	5302.233375	4509.5985	5165.24225	5165.24225	5111.885375	5577.334	5111.885375	4770.8651875	4770.8651875	5467.160625	4749.31925	5407.90125	5553.339875	4827.2788125	4903.756875
"ILMN_1228253"	390.7376625	409.6721	400.92385	388.24588125	404.3538625	408.43295	407.8695125	396.7056625	332.0641125	359.22351875	373.01043125	433.07701875	375.46215	367.03693125	351.47860625	391.5127125
"ILMN_2634317"	200.41200625	151.44723125	206.6755125	171.31930625	228.7813125	194.286975	158.5095	181.08073125	196.77058125	259.67560625	141.9934625	190.22409375	165.76096875	141.44175	171.49541875	246.373825
"ILMN_2973925"	2126.632875	2358.3340625	1711.8413125	1859.1211875	2163.91	2121.21575	2247.904	2047.8650625	2009.3550625	1978.1365625	2147.8649375	2063.8109375	2277.6180625	2335.053625	1832.6985625	2047.8650625
"ILMN_1215209"	141.0794875	118.817273125	128.0855	132.84819375	141.0794875	123.8907375	168.55941875	143.130375	114.073848125	113.859969375	135.65203125	126.32869375	146.66653125	113.80007	120.977660625	108.254953125
"ILMN_2645935"	129.51526875	141.16549375	147.73970625	120.052515625	133.1739875	137.95165625	113.91646125	117.644385	120.977660625	151.44723125	114.687220625	145.9830375	149.5526375	141.0794875	111.0521875	118.97047875
"ILMN_2825905"	168.814675	195.8833125	181.216275	183.78215	180.28326875	209.81234375	155.77185	187.68529375	162.34585625	157.5716375	195.5602375	182.67915	209.5528	217.5666375	144.8410875	188.76459375
"ILMN_2795022"	409.6721	447.17221875	491.70749375	456.75800625	384.6267125	371.3612875	403.2991625	423.5178625	451.83651875	458.371125	503.27005	429.134025	364.35035	441.26981875	445.02795625	508.03130625
"ILMN_1213014"	226.49891875	248.757825	239.87390625	232.55204375	277.80234375	254.3594625	257.36715	225.8833125	231.08860625	235.36209375	247.100975	207.78935625	219.19603125	207.78935625	217.1999875	247.100975
"ILMN_2745971"	961.0600875	998.5776	1013.23218125	940.9521375	1329.955575	1025.69451875	1148.41759375	1029.63810625	788.97224375	1025.69451875	839.8037625	837.67531875	985.636725	829.7211125	922.7132625	944.36466875
"ILMN_3160792"	9127.8018125	8694.137125	8440.2223125	6494.9383125	9476.6655625	9172.432625	9565.6925	6494.9383125	6461.444625	8779.1444375	7687.282375	8999.195	9476.6655625	7842.12425	6342.0953125	8999.195
"ILMN_2690061"	644.5867375	591.866625	591.866625	572.6268875	525.39425	840.94576875	621.8352375	703.91448125	709.5317	659.59561875	575.0241625	785.76404375	680.726775	633.13253125	687.77414375	614.2123125
"ILMN_2731629"	4937.29575	5006.6220625	4385.0890625	5029.6655625	4497.6451875	4721.5948125	5283.3056875	4560.526625	4385.0890625	4428.5923125	5255.2175625	4879.410375	4329.56275	5333.7633125	4815.6868125	4184.292125
"ILMN_2609323"	204.43015625	194.57036875	171.49541875	183.50855	183.3081	228.32488125	231.08860625	190.59796875	218.5077625	194.7649125	186.8077875	208.02456875	234.207375	209.41605	199.29061875	210.14479375
"ILMN_2694381"	1918.411125	1871.4763125	2037.7841875	1940.554875	2241.7920625	1610.2545	2099.071125	1717.317	1359.4382125	2212.8055625	1461.95625	1457.8200625	1766.2399375	1321.6078375	1776.656625	2001.420625
"ILMN_1215305"	352.3492	351.47860625	414.57269375	267.584125	439.61655625	324.2838125	336.5227125	281.8387375	196.14116875	373.4171125	251.6539875	246.05788125	334.27824375	187.0273375	237.82543125	353.29175625
"ILMN_2775213"	133.551975	189.44370625	149.3810625	148.428275	135.088225	172.9019375	183.6539875	158.34716875	157.35806875	110.381884375	205.29426875	157.5716375	141.8085875	163.9731375	133.88411875	117.719901875
"ILMN_2854659"	1150.8335125	1135.8040125	1137.99463125	1101.89566875	1025.69451875	1065.42258125	1165.2303875	1083.1928875	1141.8779125	996.87909375	1294.6242625	1090.8254625	1120.19954375	1332.5339375	1143.99753125	1085.07718125
"ILMN_1239578"	722.89168125	910.6024	687.77414375	712.3174375	570.9883625	710.5866875	810.8107375	827.97091875	888.09784375	834.43074375	911.889625	778.06235	917.894925	885.17323125	852.69630625	886.80669375
"ILMN_2639454"	1216.872075	1195.70209375	1294.6242625	1148.41759375	1332.5339375	1104.89761875	1150.8335125	1187.5914125	1023.132925	1294.6242625	1096.60789375	1088.952825	1103.92349375	1229.87048125	1156.78274375	1190.5667125
"ILMN_2888713"	8999.195	8567.0879375	9707.5885625	8311.74425	9996.8758125	8859.771375	9061.523875	9242.3531875	9172.432625	9707.5885625	7557.074625	8168.944	8636.665	8168.944	9172.432625	9411.417625
"ILMN_1221199"	2487.00375	2429.302375	2881.872	2539.3050625	2975.2386875	2596.2788125	2358.3340625	2544.9805	2440.3715	3022.433	2288.9506875	2753.712625	2612.8326875	2099.071125	2343.763875	2975.2386875
"ILMN_1227043"	237.82543125	251.04778125	264.465525	285.96590625	257.84428125	221.758175	242.4071125	264.8439	285.96590625	298.77138125	235.85149375	203.17023125	240.3386375	273.471975	292.27215625	252.10080625
"ILMN_2640357"	119.3747775	112.44115	119.678591875	134.67113125	122.612728125	108.6110475	123.0344625	127.8113	129.78790625	102.082248125	118.039675625	125.5734875	123.8907375	107.1033825	100.96049125	108.584035625
"ILMN_2987102"	250.5628875	179.26236875	218.03983125	237.82543125	216.5583375	224.7270125	181.08073125	243.80643125	233.50710625	231.9538	197.32255625	238.416325	234.8978375	162.34585625	213.226625	220.9766625
"ILMN_2733524"	458.371125	407.30484375	464.112125	383.5506375	512.9307	399.171825	434.9839375	409.0193875	408.43295	531.76878125	370.123525	441.26981875	464.112125	303.26800625	387.0865375	509.06599375
"ILMN_1218950"	145.2058125	119.132248125	135.7785	118.817273125	166.07261875	153.0431375	156.14435	200.41200625	149.3810625	119.9036625	127.2763875	144.95715	145.80188125	168.69920625	150.13300625	171.0682625
"ILMN_2636212"	856.25975625	894.9807375	959.22954375	1078.59551875	905.75931875	1039.3038	842.65825625	1039.3038	949.86641875	852.69630625	919.514075	817.801725	821.10241875	814.05561875	892.294325	904.04029375
"ILMN_2862470"	3333.2766875	3796.6871875	3307.55225	3065.2653125	4071.258	3504.5091875	4042.48825	2703.0564375	2820.26425	2954.2486875	3624.346125	3235.924	4057.5128125	3446.35375	2774.7251875	3223.1130625
"ILMN_2695526"	1065.42258125	1037.39583125	994.23600625	885.17323125	1656.841875	1034.744375	1108.95990625	849.86175625	930.89540625	1173.52524375	694.080375	875.2430875	1148.41759375	750.333125	888.09784375	1094.3314625
"ILMN_3009260"	8859.771375	9242.3531875	8779.1444375	8567.0879375	8779.1444375	9476.6655625	8636.665	9411.417625	9127.8018125	8106.2630625	9242.3531875	9411.417625	8168.944	9127.8018125	8999.195	9565.6925
"ILMN_2945835"	116.281031875	121.32941375	112.212380625	117.406393125	106.61749875	133.785625	121.5153475	142.47735	110.334816875	131.32893125	104.77255625	123.2052625	137.48253125	121.5153475	109.53201125	132.621375
"ILMN_2675672"	143.47429375	137.0724	125.88165	136.962925	145.9830375	126.40208125	132.1243	139.47990625	132.31094375	158.0967375	125.73503125	136.64310625	138.8572	114.073848125	130.9598875	132.44541875
"ILMN_2661367"	134.67113125	159.33245625	125.22706875	112.94702125	126.95595625	137.0724	158.6427125	135.55080625	125.73503125	138.5331125	140.03540625	154.9326125	203.17023125	149.2260125	119.258371875	134.2635375
"ILMN_2741189"	138.30355625	128.42550625	165.76096875	128.2415125	155.1800125	139.16985625	135.65203125	133.26310625	121.4468775	138.678025	127.36031875	176.98390625	152.08765625	137.380375	134.54766875	150.5536
"ILMN_1246017"	757.94825	715.08729375	753.858275	821.10241875	808.81674375	784.28740625	644.5867375	764.1936375	775.8581	748.2210125	759.6947125	637.75715	695.15014375	617.5817875	709.5317	808.81674375
